index,hr_mean,hr_std,subject,label
118,93.35867643,16.41201917,3,2
119,91.36411542,17.87987321,3,2
120,91.01092487,19.44695216,3,2
121,89.66920119,20.73017561,3,2
122,85.42112663,20.9946157,3,2
123,84.6718456,19.31307834,3,0
124,91.27035029,21.16673864,3,0
125,83.3990093,19.55729138,3,0
126,96.37221409,24.08231787,3,0
127,89.29518054,23.39773021,3,0
128,72.87604776,17.81445596,3,0
129,67.30623187,13.80226008,3,0
130,67.40775487,15.33784362,3,0
131,63.32951832,10.77812585,3,0
132,50.77721025,5.81783496,3,3
133,51.46115837,6.411664141,3,3
134,52.44028303,6.626460771,3,3
135,53.04699703,7.172093578,3,3
136,54.10150484,7.905004244,3,3
137,54.14845171,8.208376966,3,3
138,53.90335852,8.044290898,3,3
139,54.04750364,8.069628308,3,3
140,55.97041233,8.579033035,3,3
141,57.9596918,9.435464912,3,3
142,60.95313923,10.13036105,3,3
143,61.89918354,10.70732556,3,3
144,58.11331053,11.41595792,3,3
145,61.38587454,11.06642061,3,3
146,53.71281283,8.695289752,3,3
147,55.15398288,9.173975095,3,3
148,54.34789742,8.101048463,3,3
149,56.28868745,9.416914892,3,3
150,58.5473639,9.788232293,3,3
151,59.2352334,9.847897593,3,3
152,60.87409841,10.00590837,3,3
153,56.76652779,9.489224414,3,3
154,57.48187438,10.04031726,3,3
155,69.06356992,10.3090098,4,1
156,66.03966479,7.848702309,4,1
157,62.85890335,7.081934367,4,1
158,61.8061596,6.248859143,4,1
159,60.58110567,5.273004386,4,1
160,59.65178757,5.009570311,4,1
161,59.73758783,5.239250433,4,1
162,59.4101942,4.586941302,4,1
163,59.18448363,4.564902954,4,1
164,60.43527775,5.59363841,4,1
165,62.47977201,7.256798513,4,1
166,63.23765926,7.480114432,4,1
167,63.44214337,7.700369142,4,1
168,60.40939749,6.466964228,4,1
169,59.4757204,5.545293446,4,1
170,58.36871284,5.137032694,4,1
171,62.32324308,8.222930483,4,1
172,63.9863565,8.076400421,4,1
173,62.65350485,8.862945775,4,1
174,62.87416298,8.827058235,4,1
175,58.83173755,6.375771842,4,1
176,57.38969143,4.934238929,4,1
177,58.78920373,4.609711678,4,1
178,58.70118911,4.721525867,4,1
179,59.02784546,5.046971306,4,1
180,58.7727686,5.701107684,4,1
181,58.14528623,5.698057686,4,1
182,61.26066439,7.679415504,4,1
183,63.41560622,9.723656252,4,1
184,66.4579483,10.57100371,4,1
185,67.92311241,10.86856729,4,1
186,63.7834108,9.126565035,4,1
187,60.86230699,7.739573995,4,1
188,59.04341775,6.262040433,4,1
189,58.34719065,4.780639746,4,1
190,93.39371868,21.26522102,4,2
191,91.84228918,20.58487217,4,2
192,90.3038658,19.30161668,4,2
193,94.2839591,20.24450241,4,2
194,92.94672668,21.31640558,4,2
195,91.65799426,20.63181929,4,2
196,88.09253191,20.06014097,4,2
197,85.82048086,20.46145805,4,2
198,87.35357729,19.30909632,4,2
199,89.1397514,19.32644988,4,2
200,91.39482599,19.23175084,4,2
201,91.30939549,17.94134716,4,2
202,93.59023526,20.54495102,4,2
203,94.94007265,21.822206,4,2
204,94.58860823,22.76248801,4,2
205,95.65540801,23.95577314,4,2
206,93.47628738,23.20790473,4,2
207,93.50742277,22.95083169,4,2
208,63.26940434,9.071803872,4,0
209,62.86773805,8.791929581,4,0
210,65.52190975,10.27045848,4,0
211,63.87474121,8.350400851,4,0
212,61.72233216,5.432408525,4,0
213,61.87114403,4.822088921,4,0
214,62.10134798,4.744795918,4,0
215,61.45299221,3.63657217,4,0
216,62.39192055,4.189693293,4,0
217,60.72773253,5.695892095,4,3
218,62.90133228,5.564194844,4,3
219,63.48244985,5.760188038,4,3
220,63.4983909,5.760318475,4,3
221,64.51310391,6.552579818,4,3
222,68.6187976,11.64100234,4,3
223,68.49438782,12.28044831,4,3
224,67.86854628,12.35715722,4,3
225,66.89877381,12.99238734,4,3
226,61.09848431,7.598461999,4,3
227,63.19342477,8.75590536,4,3
228,64.0951153,9.357038005,4,3
229,65.15375557,10.06209212,4,3
230,63.57736666,9.203756119,4,3
231,63.01579204,6.764032318,4,3
232,62.87187447,6.298781911,4,3
233,63.70910538,7.024293995,4,3
234,65.39165704,8.048576583,4,3
235,62.17165696,6.882292997,4,3
236,60.87390366,5.906785635,4,3
237,60.35998937,5.005772127,4,3
238,59.78915335,4.294500048,4,3
239,60.53077084,4.378772807,4,3
240,76.27499576,17.1643197,5,1
241,76.44744076,17.96484188,5,1
242,75.72930866,18.16346608,5,1
243,68.60905877,12.9398019,5,1
244,65.7524657,10.30932348,5,1
245,63.05106936,6.873286831,5,1
246,62.54344867,7.339952863,5,1
247,63.35072479,9.169724699,5,1
248,62.45600237,8.732562503,5,1
249,65.12416482,11.32503271,5,1
250,65.72156778,12.12741515,5,1
251,70.73940263,16.21885636,5,1
252,65.62870554,10.15129137,5,1
253,66.08359426,10.90407538,5,1
254,62.76176713,5.525092574,5,1
255,62.38222472,6.028688569,5,1
256,61.93945258,6.390967861,5,1
257,61.695528,5.491528617,5,1
258,63.27489821,6.947536883,5,1
259,65.26931045,10.38587388,5,1
260,65.80951753,10.31546684,5,1
261,69.9600862,14.35782218,5,1
262,72.51461153,17.19735957,5,1
263,76.6940261,19.21945172,5,1
264,77.35500741,18.28469078,5,1
265,73.99257698,15.022957,5,1
266,72.69058638,13.85478601,5,1
267,73.30045553,14.90142067,5,1
268,72.16120752,14.36136018,5,1
269,71.68468222,15.29847017,5,1
270,69.10976873,13.67474854,5,1
271,64.26789498,7.490696241,5,1
272,63.94246212,7.372918342,5,1
273,62.83550358,6.39279846,5,1
274,64.25010755,7.736119195,5,1
275,65.43749813,9.291590869,5,1
276,108.0638884,18.87483663,5,2
277,109.0377538,20.03000529,5,2
278,108.5990278,19.63107495,5,2
279,109.3073561,20.84391711,5,2
280,116.0706362,17.62348174,5,2
281,106.7849975,20.6312012,5,2
282,110.4443043,19.36628248,5,2
283,83.49883842,25.25472195,5,0
284,76.41002437,18.7243083,5,0
285,85.70201701,26.46476274,5,0
286,80.620648,23.90236618,5,0
287,75.12536809,18.00661387,5,0
288,73.69357743,15.73892101,5,0
289,71.03611646,12.86862191,5,0
290,75.21071928,15.4459208,5,0
291,72.12375618,14.18447546,5,0
292,74.8285584,15.96499058,5,3
293,82.7972267,22.33943157,5,3
294,89.82712822,22.77881303,5,3
295,82.94111019,23.34272049,5,3
296,85.28531496,22.95334808,5,3
297,83.54405306,22.25431915,5,3
298,89.17556758,24.59773261,5,3
299,92.32679238,23.67032597,5,3
300,88.82273549,25.5252468,5,3
301,88.7638003,25.04048865,5,3
302,94.91533636,25.68615601,5,3
303,91.05714551,26.3664388,5,3
304,87.46146665,25.95907577,5,3
305,81.58126079,24.41203792,5,3
306,79.71239023,20.98403847,5,3
307,83.0161935,22.01248719,5,3
308,85.07627464,22.15136905,5,3
309,81.66946145,20.66708278,5,3
310,82.18568673,18.28907811,5,3
311,80.52593545,20.22959237,5,3
312,75.10925809,18.25024077,5,3
313,77.06278524,20.00593261,5,3
314,80.88586824,21.48653841,5,3
315,75.88603869,14.62014001,6,1
316,74.59960483,13.81698958,6,1
317,72.8592975,12.0400054,6,1
318,72.51773508,11.85590972,6,1
319,69.42974213,8.014936014,6,1
320,67.58519136,6.851941231,6,1
321,67.25583817,6.688895762,6,1
322,66.86688396,5.523482134,6,1
323,66.69375521,6.854029388,6,1
324,67.63166232,8.281505757,6,1
325,66.93491224,6.606238745,6,1
326,66.81771597,6.951929213,6,1
327,66.68276065,6.682551477,6,1
328,67.448112,8.347577206,6,1
329,68.5123612,9.900831183,6,1
330,69.87721911,10.97745471,6,1
331,71.03004963,12.81663795,6,1
332,69.55066422,8.792281919,6,1
333,70.64572528,9.256314878,6,1
334,69.62617416,9.304417999,6,1
335,70.92066119,10.37371482,6,1
336,73.74621453,14.06351612,6,1
337,73.93837747,14.66856422,6,1
338,75.49806418,15.14534429,6,1
339,72.57531804,11.72183412,6,1
340,75.01091968,13.31426402,6,1
341,73.25665265,12.55934691,6,1
342,74.60785614,11.26547088,6,1
343,76.76388929,11.51911067,6,1
344,76.82068801,11.23044473,6,1
345,79.20591707,12.3599593,6,1
346,77.03601315,11.78689046,6,1
347,74.88134493,10.46501198,6,1
348,74.87318946,12.12947846,6,1
349,73.23265552,11.45440377,6,1
350,83.43799657,14.40983664,6,2
351,79.39857462,13.39061589,6,2
352,79.97357083,14.27602348,6,2
353,81.81131246,14.90130969,6,2
354,83.48497491,17.28639192,6,2
355,80.8939479,14.17971005,6,2
356,82.91234808,16.2608422,6,2
357,80.34424676,14.28772512,6,2
358,79.3931066,14.283017,6,2
359,82.6013683,15.1360164,6,2
360,84.59875708,16.72200524,6,2
361,89.95346212,20.20603094,6,2
362,90.2059664,20.75341185,6,2
363,85.42159191,19.14472967,6,2
364,81.38696823,14.3479434,6,2
365,80.42170109,13.77841529,6,2
366,81.8194089,15.03443118,6,2
367,81.63091946,16.16129758,6,2
368,67.24391543,10.0032669,6,0
369,66.83018982,9.109775413,6,0
370,69.83525658,10.55699718,6,0
371,69.51637696,10.82116319,6,0
372,73.67444259,16.14099373,6,0
373,77.33955148,18.1440303,6,0
374,73.59207255,15.35900059,6,0
375,71.77375137,15.09234641,6,0
376,66.05904558,5.621496956,6,3
377,66.18283975,5.192788703,6,3
378,66.57000815,5.22795562,6,3
379,67.03490026,5.033385691,6,3
380,65.90667637,5.022070226,6,3
381,67.56317357,7.910057606,6,3
382,69.54161644,9.167636929,6,3
383,69.68623597,10.56644862,6,3
384,70.79402363,10.56889509,6,3
385,71.56612485,11.43403142,6,3
386,70.3579832,12.25597508,6,3
387,71.15131537,13.25488347,6,3
388,70.07391109,12.79731636,6,3
389,67.24310045,10.38488174,6,3
390,66.88011979,7.674990257,6,3
391,67.32059941,7.851254818,6,3
392,66.33256233,6.390389135,6,3
393,67.31325318,8.679821162,6,3
394,66.66836398,8.350365457,6,3
395,68.73774869,10.78233688,6,3
396,70.08006591,11.16576968,6,3
397,71.14684699,10.94293869,6,3
398,70.67335663,10.06691192,6,3
399,73.7117845,9.911770842,7,1
400,72.82086145,8.459238347,7,1
401,74.05034985,7.193887359,7,1
402,74.17827514,7.751680202,7,1
403,73.96311639,8.051453005,7,1
404,73.11056291,8.234869017,7,1
405,75.29860926,12.68074852,7,1
406,73.64865722,10.94516635,7,1
407,71.334845,10.0401,7,1
408,73.40396918,11.72056892,7,1
409,73.39362025,12.11215217,7,1
410,72.4464294,13.14315846,7,1
411,72.46572419,13.18887749,7,1
412,69.30599827,11.65586955,7,1
413,67.0679676,9.163619485,7,1
414,70.18295287,11.86890718,7,1
415,73.20179096,14.49972632,7,1
416,76.11505584,16.40493091,7,1
417,76.00241044,14.04598526,7,1
418,76.10680461,11.92366444,7,1
419,73.27451515,9.754994901,7,1
420,72.70712144,9.437103278,7,1
421,72.13426669,9.940586817,7,1
422,70.47806684,9.244679539,7,1
423,73.44410646,11.13341153,7,1
424,74.76742843,13.31192802,7,1
425,78.59328579,18.28341336,7,1
426,80.72076486,19.87076491,7,1
427,76.13173404,12.41016255,7,1
428,79.4006131,12.92203631,7,1
429,76.98665763,11.26713026,7,1
430,73.81050703,9.223035889,7,1
431,72.399944,10.32897606,7,1
432,67.93120419,8.166469518,7,1
433,100.6066673,20.58749702,7,2
434,101.3796572,22.53851281,7,2
435,99.74953025,23.06801682,7,2
436,103.6473695,20.35787963,7,2
437,104.7725648,20.4289802,7,2
438,96.57271174,21.06294903,7,2
439,94.03074443,22.94105318,7,2
440,97.77864536,22.41176517,7,2
441,97.11426761,22.44237164,7,2
442,98.36974775,21.88724854,7,2
443,61.32145129,7.414241468,7,0
444,59.47426907,4.753530195,7,0
445,59.97040445,4.731556182,7,0
446,59.46662618,3.920591976,7,0
447,58.10293514,4.101272518,7,0
448,58.83493189,4.979376219,7,0
449,59.08375493,5.219762723,7,0
450,58.68124611,5.810634577,7,0
451,58.19512097,5.296209808,7,0
452,57.66377093,5.702022092,7,3
453,58.61356884,6.017956224,7,3
454,59.83626371,6.319275058,7,3
455,60.53711324,7.171864636,7,3
456,62.22730987,8.776645942,7,3
457,63.49933369,9.442222706,7,3
458,64.28939588,10.57716467,7,3
459,64.81566457,11.05116287,7,3
460,64.58508935,11.20070276,7,3
461,63.76611454,11.59420863,7,3
462,64.39999754,10.7103716,7,3
463,62.49063149,9.710020329,7,3
464,61.1614197,8.340502859,7,3
465,59.94936307,7.699219636,7,3
466,58.52067718,7.627651786,7,3
467,57.91583851,8.374858153,7,3
468,59.16689595,9.7328212,7,3
469,60.52258182,10.2910335,7,3
470,61.56868384,10.65096914,7,3
471,63.99736154,11.63473521,7,3
472,64.42701161,11.98533523,7,3
473,65.1114368,12.42594081,7,3
474,65.74917318,12.51426486,7,3
475,65.98759805,6.769495249,8,1
476,66.1292604,5.668173263,8,1
477,66.44288016,5.497803167,8,1
478,67.27374376,6.249170375,8,1
479,67.52078453,5.436389396,8,1
480,68.66113287,5.121026757,8,1
481,69.84374871,5.425325837,8,1
482,71.04593949,7.507541217,8,1
483,73.61602283,12.181416,8,1
484,74.17769345,12.44057793,8,1
485,74.05136952,12.22536419,8,1
486,72.87119197,10.3798956,8,1
487,74.07088103,11.88164181,8,1
488,76.19138788,12.83627116,8,1
489,76.69528237,12.45899921,8,1
490,73.77072827,10.25281976,8,1
491,71.99309601,9.339838778,8,1
492,70.28569199,8.606765071,8,1
493,69.74554898,6.796213519,8,1
494,71.79541981,7.597814076,8,1
495,74.87237227,10.53835205,8,1
496,79.10865003,14.52046727,8,1
497,79.48575589,14.70242214,8,1
498,79.77251031,14.07704126,8,1
499,77.60219396,10.81803089,8,1
500,75.51354796,5.793771999,8,1
501,75.06029383,7.121933804,8,1
502,73.98431926,8.509410197,8,1
503,72.24602102,8.690822525,8,1
504,71.36737771,8.481084557,8,1
505,71.8462116,9.402280252,8,1
506,72.87289452,9.352075703,8,1
507,73.30494655,8.280989313,8,1
508,73.32100033,8.103437807,8,1
509,72.81890521,9.485606091,8,1
510,96.09076914,23.07120807,8,2
511,97.22342436,22.91692592,8,2
512,94.70747881,23.11499798,8,2
513,93.68404494,23.63080087,8,2
514,88.57531129,20.05661999,8,2
515,82.85025273,16.2330034,8,2
516,78.94009367,13.36863565,8,2
517,74.96467829,14.21271563,8,2
518,78.05816259,16.06937669,8,2
519,84.53946499,17.49998224,8,2
520,87.13351178,17.54650389,8,2
521,89.16611546,19.66705413,8,2
522,86.82728098,16.91207369,8,2
523,87.28511969,15.8239742,8,2
524,91.02660189,18.1511988,8,2
525,69.15641835,11.81796658,8,0
526,67.90382068,10.06308854,8,0
527,71.07247908,11.54018376,8,0
528,71.37164447,11.87280859,8,0
529,70.47775388,10.4182533,8,0
530,72.27593909,11.69322788,8,0
531,70.97467689,10.3652606,8,0
532,70.90859742,9.158187143,8,0
533,70.86943435,8.966260602,8,0
534,66.82637023,10.22805724,8,3
535,66.80064113,9.20220523,8,3
536,67.42028142,9.254943097,8,3
537,68.11679517,8.938587543,8,3
538,68.49529626,9.186047337,8,3
539,69.33489714,9.667207447,8,3
540,70.21701249,9.702118692,8,3
541,71.2544846,9.894860388,8,3
542,70.87017453,9.742069445,8,3
543,70.77744468,9.926025893,8,3
544,71.5363783,11.00151615,8,3
545,70.20390265,10.05563483,8,3
546,70.37399204,10.82893798,8,3
547,70.8867335,9.795005118,8,3
548,69.89770021,9.598605831,8,3
549,71.86660581,9.627842033,8,3
550,73.16645521,9.613377208,8,3
551,73.99630038,10.76960186,8,3
552,74.88840731,10.54336842,8,3
553,75.74877384,10.25539212,8,3
554,76.44459241,11.10599165,8,3
555,76.48893036,10.00587905,8,3
556,76.68219142,9.105861694,8,3
557,80.00215468,15.27971522,9,1
558,79.79680653,14.66544208,9,1
559,79.74422336,14.79829597,9,1
560,80.17675551,15.28269436,9,1
561,78.60565469,13.6900093,9,1
562,79.68733532,12.50835701,9,1
563,80.17165283,11.84851805,9,1
564,78.97216558,11.03435444,9,1
565,80.79484391,13.92483968,9,1
566,78.51257281,13.99993715,9,1
567,78.5194921,13.74128207,9,1
568,80.5950142,15.54416591,9,1
569,80.48606693,15.24310357,9,1
570,77.8695657,10.2657718,9,1
571,76.97211676,10.08539787,9,1
572,76.71182006,10.00931837,9,1
573,78.14557629,11.61355444,9,1
574,82.26746615,15.80160217,9,1
575,82.46307962,16.00164492,9,1
576,89.53949942,21.3887958,9,1
577,87.97990593,21.27746314,9,1
578,87.0983214,20.35545081,9,1
579,86.05248573,18.94683751,9,1
580,83.26883894,15.95128489,9,1
581,82.29644775,15.56555287,9,1
582,84.09669209,18.16828393,9,1
583,80.03914611,14.0935189,9,1
584,79.32014931,15.10124911,9,1
585,78.64479212,14.74994968,9,1
586,76.99502856,13.16660311,9,1
587,77.82509486,13.02153492,9,1
588,76.74600835,11.12461496,9,1
589,76.82934326,11.74139284,9,1
590,78.14117669,13.49944175,9,1
591,78.14306039,12.6070329,9,1
592,80.70558506,13.55940949,9,1
593,91.65326769,15.97652011,9,2
594,90.41980477,16.52823328,9,2
595,94.21644332,19.37619202,9,2
596,93.27340932,19.90551736,9,2
597,96.57976173,22.52362622,9,2
598,99.08553214,23.24721322,9,2
599,96.28757512,23.37042413,9,2
600,93.85806517,23.23318014,9,2
601,92.5773971,24.03175375,9,2
602,89.80362659,22.65565567,9,2
603,84.39132535,18.80413028,9,2
604,86.64599915,21.63168113,9,2
605,81.58825619,14.97714687,9,2
606,77.74103221,9.720648712,9,2
607,78.16834341,10.3593844,9,2
608,78.80422601,10.561298,9,2
609,80.63702247,14.55119647,9,2
610,83.16904154,16.88901111,9,2
611,84.66590481,10.54016271,9,0
612,83.57443176,6.398080715,9,0
613,84.91340047,8.629430381,9,0
614,84.86536097,5.726669361,9,0
615,85.07812951,4.5577966,9,0
616,86.66205052,4.731697517,9,0
617,88.32753469,5.10432171,9,0
618,88.25875445,6.468319669,9,0
619,88.81610385,6.580347979,9,0
620,73.58097814,9.984315301,9,3
621,69.96161912,6.738034806,9,3
622,70.50979945,6.938067096,9,3
623,70.90717032,6.407952635,9,3
624,71.92822954,7.704531479,9,3
625,72.73470294,7.900711813,9,3
626,73.1082257,7.017879767,9,3
627,73.70939759,7.219433494,9,3
628,72.92101914,3.999241439,9,3
629,72.59915157,4.445507157,9,3
630,74.17325514,7.995401183,9,3
631,72.96769904,9.295744231,9,3
632,73.20926984,9.882343178,9,3
633,74.12149031,10.18023184,9,3
634,71.96615822,7.384708203,9,3
635,73.38164897,7.387731795,9,3
636,74.30096319,8.84337249,9,3
637,74.50102494,8.463356916,9,3
638,73.42769137,5.958077995,9,3
639,74.66839989,6.744567767,9,3
640,74.78053371,6.610716894,9,3
641,73.68014135,6.703319767,9,3
642,72.45032708,6.129306598,9,3
643,94.41675085,10.32183401,10,1
644,98.10889762,9.104661675,10,1
645,100.505659,8.78935727,10,1
646,100.9708947,9.790796334,10,1
647,100.2990085,10.4189358,10,1
648,98.30296486,11.4149812,10,1
649,98.58927595,11.05113165,10,1
650,98.73752064,11.28299079,10,1
651,101.1194099,10.43537655,10,1
652,103.705702,10.19659903,10,1
653,103.6928622,13.28200594,10,1
654,102.4452444,11.95590405,10,1
655,103.0987198,12.44315465,10,1
656,101.7528717,12.03576169,10,1
657,100.8310434,9.45400281,10,1
658,100.94584,12.95200601,10,1
659,99.72583284,13.61447168,10,1
660,98.7034841,14.69627748,10,1
661,97.31772695,15.5730331,10,1
662,96.89019608,13.65946022,10,1
663,96.10326002,14.21335951,10,1
664,97.38784051,14.12959599,10,1
665,96.27342102,12.71736243,10,1
666,96.19520743,13.42798437,10,1
667,92.99142599,13.64023701,10,1
668,93.8593252,12.08348414,10,1
669,92.35745285,11.35267311,10,1
670,93.3947634,8.777330445,10,1
671,96.74214872,8.161494643,10,1
672,98.89722814,7.62932188,10,1
673,100.8369325,7.834454459,10,1
674,100.818084,9.506722426,10,1
675,99.14902525,11.01614705,10,1
676,98.0940744,11.73689796,10,1
677,113.5002438,15.99162261,10,2
678,110.791566,15.45543473,10,2
679,108.1944868,15.55037289,10,2
680,105.9158642,15.45598909,10,2
681,103.3583168,15.87248276,10,2
682,102.8001823,15.26533736,10,2
683,103.1252251,13.591735,10,2
684,101.2415204,14.22418702,10,2
685,102.3336675,14.54930035,10,2
686,100.0016976,14.90983622,10,2
687,104.9994412,16.8850299,10,2
688,107.3416751,17.15002094,10,2
689,108.1312474,16.13675749,10,2
690,110.4352652,14.3868379,10,2
691,109.7212516,13.44602477,10,2
692,107.8803496,14.47203211,10,2
693,105.4990766,15.42555658,10,2
694,103.5120638,15.69371878,10,2
695,101.2612421,13.859093,10,2
696,100.3824008,12.2905863,10,2
697,72.62746452,6.309713882,10,0
698,74.76985562,5.230157851,10,0
699,78.24328657,6.682054309,10,0
700,78.88307989,6.92490918,10,0
701,78.64815463,7.283223609,10,0
702,79.14478698,7.446065297,10,0
703,77.7869637,7.654430348,10,0
704,77.96950193,8.096145134,10,0
705,79.98381762,10.67348844,10,0
706,75.10661722,6.955870571,10,3
707,75.76467582,7.115386332,10,3
708,76.92916302,6.902779842,10,3
709,76.45795757,7.612040258,10,3
710,76.06773752,8.142352711,10,3
711,76.57940052,8.980375099,10,3
712,75.98728858,10.08840974,10,3
713,77.46928079,9.757600008,10,3
714,78.41279739,9.441096921,10,3
715,78.58861022,8.858718613,10,3
716,78.59512111,8.667269865,10,3
717,77.63080929,9.27361741,10,3
718,76.1396138,8.905143212,10,3
719,76.29585684,8.310518539,10,3
720,76.31344473,6.233639244,10,3
721,76.84170325,5.664600975,10,3
722,78.64084444,7.214312335,10,3
723,78.47563562,7.480498454,10,3
724,79.46956458,7.588522829,10,3
725,79.45916642,7.686186726,10,3
726,79.15222814,7.14474468,10,3
727,78.23946001,7.31220438,10,3
728,78.01249935,7.626681326,10,3
729,75.15281578,10.15312442,11,1
730,75.34216721,8.497290661,11,1
731,75.25518496,8.020800032,11,1
732,75.58254095,7.858982984,11,1
733,75.18158019,7.44579185,11,1
734,76.28167975,8.623671063,11,1
735,77.85977224,8.946151842,11,1
736,77.84549013,8.515723095,11,1
737,77.78041284,7.593975377,11,1
738,77.60997372,6.899396256,11,1
739,76.31569738,7.093827787,11,1
740,77.068128,8.468094868,11,1
741,75.92318209,8.655776835,11,1
742,73.68883134,7.42086149,11,1
743,73.89672556,7.595968043,11,1
744,73.38280418,7.897457481,11,1
745,75.28660516,8.820122987,11,1
746,75.70630599,8.802574605,11,1
747,76.773613,11.3951338,11,1
748,78.22093258,13.82281734,11,1
749,75.75363364,11.7073,11,1
750,74.09715609,10.24187964,11,1
751,73.79545377,8.783632537,11,1
752,75.09318604,8.741365035,11,1
753,74.15331806,8.767736986,11,1
754,75.20847638,8.779178709,11,1
755,74.15652721,8.16113802,11,1
756,72.61004843,7.078758734,11,1
757,98.84054183,23.45039113,11,2
758,94.24210017,23.29155084,11,2
759,95.56205541,24.27508381,11,2
760,94.53321466,23.7058531,11,2
761,95.99079348,24.6318686,11,2
762,97.48041132,24.53080621,11,2
763,103.5616511,25.62005342,11,2
764,54.96403328,9.706616509,11,2
765,109.8245942,20.29702996,11,2
766,97.26146618,21.62788083,11,2
767,104.9261601,22.91659593,11,2
768,84.0402183,19.19293636,11,2
769,94.6361124,25.46134548,11,2
770,99.4309134,24.59816899,11,2
771,101.800836,24.55722621,11,2
772,103.2569489,23.95368439,11,2
773,110.076046,21.15038717,11,2
774,111.68372,21.55380915,11,2
775,73.35294684,7.604045927,11,0
776,73.89184828,7.112558903,11,0
